study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA400072	SAMN08049698	SRX3558734	SRR6468610	408170	human gut metagenome	G36366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468610/SRR6468610.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468610/SRR6468610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468610/SRR6468610_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468610
PRJNA400072	SAMN08049737	SRX3558733	SRR6468611	408170	human gut metagenome	G48794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468611/SRR6468611.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468611/SRR6468611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468611/SRR6468611_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468611
PRJNA400072	SAMN08049738	SRX3558732	SRR6468612	408170	human gut metagenome	G48795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468612
PRJNA400072	SAMN08049735	SRX3558731	SRR6468613	408170	human gut metagenome	G48831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468613/SRR6468613.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468613/SRR6468613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468613/SRR6468613_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468613
PRJNA400072	SAMN08049736	SRX3558730	SRR6468614	408170	human gut metagenome	G48793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468614/SRR6468614.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468614/SRR6468614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468614/SRR6468614_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468614
PRJNA400072	SAMN08049733	SRX3558729	SRR6468615	408170	human gut metagenome	G48792	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468615
PRJNA400072	SAMN08049734	SRX3558728	SRR6468616	408170	human gut metagenome	G48790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468616
PRJNA400072	SAMN08049731	SRX3558727	SRR6468617	408170	human gut metagenome	G48789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468617
PRJNA400072	SAMN08049732	SRX3558726	SRR6468618	408170	human gut metagenome	G48786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468618
PRJNA400072	SAMN08049729	SRX3558725	SRR6468619	408170	human gut metagenome	G48820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468619
PRJNA400072	SAMN08049730	SRX3558724	SRR6468620	408170	human gut metagenome	G48777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468620/SRR6468620.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468620/SRR6468620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468620/SRR6468620_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468620
PRJNA400072	SAMN08049656	SRX3558723	SRR6468621	408170	human gut metagenome	G72734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468621/SRR6468621.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468621/SRR6468621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468621/SRR6468621_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468621
PRJNA400072	SAMN08049657	SRX3558722	SRR6468622	408170	human gut metagenome	G72728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468622
PRJNA400072	SAMN08049691	SRX3558721	SRR6468623	408170	human gut metagenome	G36352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468623
PRJNA400072	SAMN08049692	SRX3558720	SRR6468624	408170	human gut metagenome	G72685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468624/SRR6468624.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468624/SRR6468624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468624/SRR6468624_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468624
PRJNA400072	SAMN08049645	SRX3558719	SRR6468625	408170	human gut metagenome	G72720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468625
PRJNA400072	SAMN08049644	SRX3558718	SRR6468626	408170	human gut metagenome	G72719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468626
PRJNA400072	SAMN08049643	SRX3558717	SRR6468627	408170	human gut metagenome	G72675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468627
PRJNA400072	SAMN08049642	SRX3558716	SRR6468628	408170	human gut metagenome	G72718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468628
PRJNA400072	SAMN08049728	SRX3558715	SRR6468629	408170	human gut metagenome	G48805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468629
PRJNA400072	SAMN08049727	SRX3558714	SRR6468630	408170	human gut metagenome	G48840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468630
PRJNA400072	SAMN08049637	SRX3558713	SRR6468631	408170	human gut metagenome	G72674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468631
PRJNA400072	SAMN08049636	SRX3558712	SRR6468632	408170	human gut metagenome	G72673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468632
PRJNA400072	SAMN08049724	SRX3558711	SRR6468633	408170	human gut metagenome	G72696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468633
PRJNA400072	SAMN08049723	SRX3558710	SRR6468634	408170	human gut metagenome	G72695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468634/SRR6468634.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468634/SRR6468634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468634/SRR6468634_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468634
PRJNA400072	SAMN08049726	SRX3558709	SRR6468635	408170	human gut metagenome	G48784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468635
PRJNA400072	SAMN08049725	SRX3558708	SRR6468636	408170	human gut metagenome	G48791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468636
PRJNA400072	SAMN08049720	SRX3558707	SRR6468637	408170	human gut metagenome	G72694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468637
PRJNA400072	SAMN08049719	SRX3558706	SRR6468638	408170	human gut metagenome	G36396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468638/SRR6468638.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468638/SRR6468638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468638/SRR6468638_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468638
PRJNA400072	SAMN08049722	SRX3558705	SRR6468639	408170	human gut metagenome	G72715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468639
PRJNA400072	SAMN08049721	SRX3558704	SRR6468640	408170	human gut metagenome	G35152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468640
PRJNA400072	SAMN08049820	SRX3558703	SRR6468641	408170	human gut metagenome	G83321	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468641/SRR6468641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468641/SRR6468641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468641/SRR6468641_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468641
PRJNA400072	SAMN08049821	SRX3558702	SRR6468642	408170	human gut metagenome	G83168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468642
PRJNA400072	SAMN08049822	SRX3558701	SRR6468643	408170	human gut metagenome	G83192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468643/SRR6468643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468643/SRR6468643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468643/SRR6468643_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468643
PRJNA400072	SAMN08049823	SRX3558700	SRR6468644	408170	human gut metagenome	G82952	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468644
PRJNA400072	SAMN08049808	SRX3558699	SRR6468645	408170	human gut metagenome	G85213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468645/SRR6468645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468645/SRR6468645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468645/SRR6468645_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468645
PRJNA400072	SAMN08049825	SRX3558698	SRR6468646	408170	human gut metagenome	G83955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468646/SRR6468646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468646/SRR6468646_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468646
PRJNA400072	SAMN08049826	SRX3558697	SRR6468647	408170	human gut metagenome	G83885	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468647/SRR6468647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468647/SRR6468647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468647/SRR6468647_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468647
PRJNA400072	SAMN08049827	SRX3558696	SRR6468648	408170	human gut metagenome	G84147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468648
PRJNA400072	SAMN08049828	SRX3558695	SRR6468649	408170	human gut metagenome	G83001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468649/SRR6468649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468649/SRR6468649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468649/SRR6468649_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468649
PRJNA400072	SAMN08049829	SRX3558694	SRR6468650	408170	human gut metagenome	G83234	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468650/SRR6468650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468650/SRR6468650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468650/SRR6468650_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468650
PRJNA400072	SAMN08049809	SRX3558693	SRR6468651	408170	human gut metagenome	G85181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468651
PRJNA400072	SAMN08049641	SRX3558692	SRR6468652	408170	human gut metagenome	G36369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468652/SRR6468652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468652/SRR6468652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468652/SRR6468652_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468652
PRJNA400072	SAMN08049757	SRX3558691	SRR6468653	408170	human gut metagenome	G48838	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468653
PRJNA400072	SAMN08049758	SRX3558690	SRR6468654	408170	human gut metagenome	G48836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468654/SRR6468654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468654/SRR6468654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468654/SRR6468654_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468654
PRJNA400072	SAMN08049640	SRX3558689	SRR6468655	408170	human gut metagenome	G36368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468655
PRJNA400072	SAMN08049650	SRX3558688	SRR6468656	408170	human gut metagenome	G72725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/006/SRR6468656
PRJNA400072	SAMN08049652	SRX3558687	SRR6468657	408170	human gut metagenome	G72726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/007/SRR6468657
PRJNA400072	SAMN08049653	SRX3558686	SRR6468658	408170	human gut metagenome	G72676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468658/SRR6468658.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468658/SRR6468658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468658/SRR6468658_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/008/SRR6468658
PRJNA400072	SAMN08049654	SRX3558685	SRR6468659	408170	human gut metagenome	G72727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468659/SRR6468659.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468659/SRR6468659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468659/SRR6468659_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/009/SRR6468659
PRJNA400072	SAMN08049655	SRX3558684	SRR6468660	408170	human gut metagenome	G72733	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/000/SRR6468660
PRJNA400072	SAMN08049749	SRX3558683	SRR6468661	408170	human gut metagenome	G48819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/001/SRR6468661
PRJNA400072	SAMN08049750	SRX3558682	SRR6468662	408170	human gut metagenome	G48841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/002/SRR6468662
PRJNA400072	SAMN08049751	SRX3558681	SRR6468663	408170	human gut metagenome	G48822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468663/SRR6468663.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468663/SRR6468663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468663/SRR6468663_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/003/SRR6468663
PRJNA400072	SAMN08049752	SRX3558680	SRR6468664	408170	human gut metagenome	G48821	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/004/SRR6468664
PRJNA400072	SAMN08049753	SRX3558679	SRR6468665	408170	human gut metagenome	G48842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468665/SRR6468665.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468665/SRR6468665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468665/SRR6468665_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR646/005/SRR6468665
